dataset	ccode	cnumb	cluster	clust2	cname	yrbeg	yrend	decade	geo	royal	euro	lac	mideast	asia	africa	warend2	warend5	warend10	noviol2	noviol5	noviol10	gurr2	gurr5	gurr10	pol982	pol985	pol9810	polity2	polity5	polity10	pbs2ll	pbs2l	pbs5l	pbs10l	bollen80	gpol2	gciv2	gpol5	gciv5	gpol10	gciv10	gurrlag5	gurrlagx	outcome	outcome2	treaty	wardur	wartype	unintrvn	uncint	un2int	un2cint	untype	nouncint	peaceop	interven	major	pw10	elf	factmf	factnum	battle	dead	ridp	lifes	lifee	garm	gdp60	gdp85	gdpcap	rgdpcaps	rgdpcape	rgdpch	rgdpch2	aid91	en1	en2st	en2end	area	popst	popen5	popen10	popgro	infst	border	illit	illitend	water	gini1	transf85	sxp	nettrans	electric	en9903s	eh	coldwar	pbs2s3	pbs2s6	pbs2s9	pbs5s3	pbs5s6	pbs5s9	outcome3	negout	milout	logdead	trnsfcap	encaps	cost	costcap	intense	logcost	faction	factn1	factn2	un2cint1	un2cint2	un2cint3	un2cint4	un2cint5	untype1	untype2	untype3	untype4	untype5	strongUN	UNops	UNop1	UNop2	UNop3	UNop4	treatUN	outUN	factnum2	logpop	elfpop	elfpop2	untreaty	unout	exp	energy	ielec	ielf	ielf2	ielfpol	gini	ielfgini	gdp	PKO	enforce	truce	vrebel	vgov	UNopindx	RC2	IC2	LC2	develop	devel	PredUN	ResUN	Pred2UN	Res2UN	L1	Phat1	L2	Phat2	L3	Phat3	L4	Phat4	L5	Phat5	L6	Phat6	L7	Phat7	L8	Phat8	L10	Phat10	L11	Phat11	L12	Phat12	L13	Phat13	L14	Phat14	L15	Phat15	L16	Phat16	L17	Phat17
3	PAK1	99	PAK	PAK	Pakistan-Bngl.	71	71	3	4	0	0	0	0	1	0	1	1	1	1	1	1	18	18	3	18	18	3	18	18	3	1	1	1	1	0	3	5	4	5	7	5	3	3	1	2	0	8	1	0	0	0	0	0	0	0	1	0	0	64	1	3	500000	2125000	0	49.43	49.43	390	622	1221	199	1029	1029	972	972	1370.9	0.076	102.82	147.46	796100	62573000	73251000	85114000	2.9	142	4	79.3	79.3	21	31.45	3.0904e+09	0.03	2e+09	125.069	12035	55	1	1	1	1	1	1	1	0	0	1	14.5693	31.9627	0.000192335	2.125e+06	0.0339603	0.00424504	14.5693	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	17.9518	4.00467e+09	4.00467e+09	0	0	0.03	102.82	125.069	64	4096	1152	31.45	2012.8	972	0	0	0	1	0	0	0.458129	0.00837287	0.0602084	125.069	125.069	0.33583	0.33583	0.261004	0.261004	-3.01318	0.0468339	-4.99347	0.00673643	-4.33255	0.0129638	-0.130546	0.46741	-4.50174	0.010968	-3.76919	0.0225505	-3.24943	0.0373475	-5.33248	0.00480884	-5.60428	0.00366855	-1.40228	0.197454	-5.1652	0.0056795	-0.963195	0.276239	-2.68824	0.0636709	1.51376	0.819618	-0.609942	0.352072	3.59206	0.973197
1	ANG1	6	ANG	ANG	Angola	75	91	4	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	NA	7	7	6	6	NA	NA	1	1	2	4	1	187	1	1	2	1	2	2	0	2	1	1	1	78	0	2	345800	345800	2000000	40	46.5	50	886	662	744	731	760	731	731	279.7	0.063	150.74	95.85	1246700	6687000	7581000	8605000	2.5	175	4	64.3	58.3	30.1	NA	2.1e+07	NA	2.1e+07	67.2429	1089	65	1	0	0	0	0	0	0	1	1	0	12.7536	3.14042	0.000162853	2.3458e+06	0.3508	0.00187594	14.6681	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	4	15.7157	5.21586e+08	5.21586e+08	2	8	0.133996	150.74	67.2429	78	6084	NA	36.0122	2808.95	731	0	0	0	0	0	0.25	0.495097	0.167782	0.0427912	67.2429	67.2429	0.691485	-0.308515	0.756913	-0.243087	-3.04655	0.0453666	-5.02684	0.00651679	-4.36592	0.0125437	-0.163915	0.459113	-3.30944	0.0352488	-2.57689	0.0706409	-3.30227	0.0354934	-5.38532	0.00456244	-5.65713	0.00348037	-1.45513	0.189214	-5.19857	0.00549413	-0.996565	0.269617	-2.74108	0.0605922	1.46092	0.811673	-0.643312	0.344498	3.55869	0.972312
1	ALG2	4	ALG	ALG	Algeria	92	97	5	3	0	0	0	1	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	-20	NA	NA	0	0	0	NA	17	6	5	6	5	NA	NA	1	1	3	3	0	60	1	0	0	0	0	0	0	0	0	0	0	43	1	3	4700	50000	40000	68.5	70.3	34.8	1723	2951	1718	2777	2777	2719	2719	340	0.362	978.01	955.09	2381740	26254000	NA	NA	NA	52.8	7	47.2	32	77	38.73	3.78495e+08	0.179	2.95e+08	630	20174	28	0	0	0	0	0	0	0	1	1	0	10.8198	11.2364	0.000768416	90000	0.00342805	5.71342e-05	11.4076	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	17.0833	1.12892e+09	1.12892e+09	0	0	0.179	978.01	630	43	1849	NA	38.73	1665.39	2719	0	0	1	0	0	0	0.435836	0.00294346	0.194424	630	630	0.397595	0.397595	0.308753	0.308753	-2.7218	0.0616991	-4.70209	0.00899469	-4.04117	0.0172733	0.160834	0.540122	-4.50174	0.010968	-3.76919	0.0225505	-1.55927	0.173751	-3.64233	0.0255228	-3.91413	0.0195673	0.287868	0.571474	-4.87382	0.00758614	-0.671816	0.33809	-0.998088	0.269317	3.20391	0.960981	-0.318563	0.421026	3.88344	0.979835
1	YEM3	131	YEM	YEM	Yemen-S/Peoples R	86	87	5	3	0	0	0	1	0	0	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	17	7	7	NA	NA	NA	NA	2	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	12000	13000	60000	49	50	204	NA	NA	1574	1574	1574	1578	1578	NA	0.181	233.6	285.24	527970	9953000	NA	NA	2.5	123	3	74	67.7	52	NA	1.8191e+09	NA	1.23e+09	58.916	598	50	1	0	0	0	0	0	0	0	0	1	9.4727	123.581	6.00824e-05	73000	0.00733447	0.00733447	11.1982	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.1134	0	0	0	0	0.0719803	233.6	58.916	0	0	0	43.5515	0	1578	0	0	0	0	1	0	0.212678	0.032373	0.0843683	58.916	58.916	0.472666	0.472666	0.413981	0.413981	-3.05136	0.045159	-5.03164	0.00648576	-4.37072	0.0124843	-0.16872	0.45792	-4.50174	0.010968	-3.76919	0.0225505	-1.44736	0.190408	-3.53042	0.0284591	-3.80222	0.0218338	0.399781	0.598635	-5.20337	0.00546793	-1.00137	0.268672	-0.886176	0.291899	3.31583	0.964968	-0.648117	0.343414	3.55388	0.972183
1	IRN2	71	IRN	IRN	Iran	81	82	4	3	0	0	0	1	0	0	1	1	1	0	0	0	4	4	3	4	4	3	-10	-10	-10	0	0	0	0	33	5	6	5	6	6	6	2	1	1	2	0	12	1	0	0	0	0	0	0	0	0	0	1	76	1	4	15000	15000	56800	60.12	61.15	600	2535	4017	5300	3434	3434	4552	4552	194.4	0.34	869.33	1214.37	1648000	40446000	48087000	57727000	NA	87	7	49	49	50	42.9	2.5e+09	0.139	-3.48e+07	490.594	45182	65	1	0	0	0	0	0	0	0	0	1	9.61581	-0.860406	0.00111709	71800	0.00177521	0.000147934	11.1816	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	17.5155	3.0739e+09	3.0739e+09	0	0	0.139	869.33	490.594	76	5776	304	42.9	3260.4	4552	0	0	0	1	0	0	0.446038	-0.00022539	0.273135	490.594	490.594	0.117047	0.117047	0.0396468	0.0396468	-2.80225	0.0572028	-4.78253	0.00830521	-4.12161	0.0159595	0.0803869	0.520086	-5.46531	0.00421322	-4.73275	0.00872541	-1.4385	0.191777	-3.52156	0.0287051	-3.79336	0.0220238	0.408641	0.600762	-4.95426	0.00700386	-0.752263	0.320328	-0.877316	0.293734	3.32469	0.965266	-0.39901	0.40155	3.80299	0.978183
5	LEB3	83	LEB	LEB	Lebanon	82	92	4	3	0	0	0	1	0	0	1	1	1	0	0	0	7	7	NA	7	7	NA	-10	-10	NA	0	0	0	NA	50	6	5	6	5	NA	NA	0	7	2	4	1	120	1	1	3	1	3	3	0	3	1	1	1	13	1	6	39810	50000	1000000	65	69.85	55	NA	NA	823	823	NA	4000	823	132.2	0.254	720.53	726.85	10400	3071647	3449578	NA	NA	48	2	23.2	14	98	55	1.6522e+09	NA	1.6522e+09	1380	2505	85	1	0	0	0	0	0	0	1	1	0	10.8198	537.887	0.000815523	1.05e+06	0.341836	0.00284863	13.8643	1	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	2	4	36	14.9377	3.99314e+07	3.99314e+07	3	12	0.10394	720.53	1380	13	169	91	55	715	4000	1	0	0	0	0	0.5	0.587195	0.625667	0.328086	1380	1380	0.810138	-0.189862	0.709917	-0.290083	-2.289	0.092038	-4.26929	0.0137987	-3.60837	0.0263812	0.593634	0.644199	-6.7062	0.00122181	-5.97364	0.00253849	-2.87257	0.0535265	-4.95562	0.00699445	-5.22742	0.00533868	-1.02542	0.263972	-4.44102	0.0116467	-0.239016	0.440529	-2.31138	0.0901849	1.89062	0.868826	0.114237	0.528528	4.31624	0.986826
1	UGA1	125	UGA	UGA	Uganda	66	66	3	5	0	0	0	0	0	1	1	1	1	1	0	0	4	3	3	4	3	3	4	-10	-10	1	1	0	0	44	NA	NA	NA	NA	7	7	17	9	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	93	0	2	2000	2000	0	48	48	25	678	465	90	598	598	644	644	666.8	0.011	58.03	57.91	235880	8640153	9984005	11170902	3.5	119	5	57.2	57.2	22	26.62	4e+07	0.156	1.7e+07	35	424	76	1	1	0	0	0	0	0	0	0	1	7.6009	1.96756	4.90732e-05	2000	0.000231477	0.000231477	7.6009	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	15.9719	8.03534e+08	8.03534e+08	0	0	0.156	58.03	35	93	8649	372	26.62	2475.66	644	0	0	0	0	1	0	0.340323	0.000515417	0.0354486	35	35	0.0212288	0.0212288	0.0235044	0.0235044	-3.06516	0.0445676	-5.04544	0.00639743	-4.38452	0.0123153	-0.182522	0.454496	-3.30944	0.0352488	-2.57689	0.0706409	0.475643	0.616719	-1.60741	0.166949	-1.87921	0.132479	2.32279	0.910747	-5.21717	0.00539339	-1.01517	0.265969	1.03683	0.738238	5.23883	0.994722	-0.661918	0.340309	3.54008	0.971807
1	YEM1	129	YEM	YEM	Yemen	48	48	1	3	1	0	0	1	0	0	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	1	1	1	1	11	NA	NA	NA	NA	NA	NA	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4000	4000	500000	32	32	180	NA	1267	58	NA	NA	NA	NA	300.1	0.041	110.7	110.7	527970	4460545	4725786	5247021	NA	231	2	85.5	85.5	52	NA	1.8191e+09	NA	1.23e+09	58.916	5	50	1	1	0	0	1	0	0	0	0	1	8.29405	275.751	1.12094e-06	504000	0.112991	0.0188318	13.1303	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	15.3108	1.78422e+07	1.78422e+07	0	0	0.075949	110.7	58.916	4	16	16	44.1273	176.509	NA	0	0	0	0	1	0	0.212625	0.0722352	NA	58.916	58.916	NA	NA	NA	NA	-3.05136	0.045159	-5.03164	0.00648576	-4.37072	0.0124843	-0.16872	0.45792	-3.30944	0.0352488	-2.57689	0.0706409	-2.48021	0.0772572	-4.56326	0.0103204	-4.83507	0.0078835	-0.633067	0.346815	-5.20337	0.00546793	-1.00137	0.268672	-1.91902	0.12797	2.28298	0.907457	-0.648117	0.343414	3.55388	0.972183
1	ETH3	51	ETH	ETH	Ethiopia-ideol	74	91	3	5	0	0	0	0	0	1	1	1	NA	1	1	NA	11	11	NA	11	11	NA	11	11	NA	1	1	1	NA	0	6	5	4	5	NA	NA	1	1	1	2	0	209	0	0	0	0	0	0	0	0	1	1	1	69	1	5	15000	15000	0	41	45.26	600	249	283	76	296	299	300	300	1097.3	0.011	17.33	23.08	1097000	34759760	55804371	NA	2.3	155	4	84	66.8	27	32.42	1.933e+08	0.046	8.76909e+07	16.2255	751	100	1	1	1	1	1	1	1	0	0	1	9.61581	2.52277	2.16054e-05	15000	0.000431533	2.06475e-06	9.61581	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	25	17.364	2.39842e+09	2.39842e+09	0	0	0.046	17.33	16.2255	69	4761	759	32.42	2236.98	300	0	0	0	1	0	0	0.327516	0.00066086	0.016506	16.2255	16.2255	0.362235	0.362235	0.418306	0.418306	-3.07599	0.0441085	-5.05628	0.00632893	-4.39536	0.0121842	-0.193356	0.451811	-6.20012	0.00202507	-5.46757	0.00420373	-0.601459	0.35401	-2.68451	0.0638935	-2.95632	0.0494388	1.24568	0.776552	-5.22801	0.00533559	-1.02601	0.263859	-0.0402719	0.489933	4.16173	0.984658	-0.672752	0.337881	3.52925	0.971509
5	MOR	90	MOR	MOR	Morocco/WestSah	75	89	4	5	0	0	0	0	0	1	1	1	NA	1	1	NA	5	5	6	5	5	6	-10	-10	NA	1	0	0	NA	61	5	5	5	5	NA	NA	1	1	3	3	0	168	1	1	2	1	2	2	0	2	1	0	0	53	1	4	10000	15848	165000	44	48	314	791	1889	525	1835	791	1548	1548	1232.4	0.115	197.08	299.87	446550	17305000	28012000	NA	2.6	142	3	78.6	61.64	41	59	1.07435e+09	0.15	8.71e+08	222.834	4406	41	1	0	0	0	0	0	0	1	1	0	9.6708	50.3323	0.000254608	180848	0.0104506	6.22061e-05	12.1054	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	16	16.6665	9.17165e+08	9.17165e+08	0	6	0.15	197.08	222.834	53	2809	265	59	3127	1548	0	0	1	0	0	0.25	0.511993	0.0228705	0.0980825	222.834	222.834	0.729753	-0.270247	0.728913	-0.271087	-2.95676	0.0494178	-4.93705	0.00712462	-4.27613	0.0137059	-0.0741288	0.481476	-5.46531	0.00421322	-4.73275	0.00872541	-1.93232	0.126494	-4.01537	0.0177167	-4.28718	0.0135573	-0.0851781	0.478718	-5.10878	0.00600715	-0.906779	0.28766	-1.37113	0.202437	2.83087	0.944321	-0.553525	0.365047	3.64848	0.97463
1	NIC2	94	NIC	NIC	Nicaragua	81	89	4	2	0	0	1	0	0	0	1	1	1	1	1	1	16	16	18	16	16	18	16	16	18	1	1	1	1	17	3	3	4	5	2	3	2	2	2	4	1	96	0	1	2	1	2	2	2	2	1	1	1	18	1	5	43000	43000	129000	58.72	59.47	72	1482	1611	848	1853	1790	1889	1889	841.1	0.131	276.14	268.01	130000	2587307	3083374	3480364	3.2	64	2	13	38.7	53	50.32	7.93e+07	0.194	6.76444e+07	302.621	873	24	1	1	1	1	1	1	1	1	1	0	10.669	26.1447	0.000337416	172000	0.0664784	0.000692483	12.0553	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	25	14.7661	4.65715e+07	4.65715e+07	2	8	0.194	276.14	302.621	18	324	288	50.32	905.76	1889	0	0	0	0	0	0.25	0.319411	0.177183	0.122538	302.621	302.621	0.954525	-0.0454755	0.94333	-0.0566705	-2.91072	0.0516261	-4.89101	0.00745782	-4.23009	0.0143424	-0.0280863	0.492979	-6.20012	0.00202507	-5.46757	0.00420373	-1.90551	0.129487	-3.98856	0.0181894	-4.26036	0.0139206	-0.058363	0.485413	-5.06274	0.00628842	-0.860736	0.297186	-1.34432	0.206801	2.85768	0.945714	-0.507483	0.375784	3.69452	0.975744
1	PHL1	104	PHL	PHL	Philippines	50	52	1	4	0	0	0	0	1	0	1	1	1	1	1	1	15	15	15	15	15	15	15	15	15	1	1	1	1	33	NA	NA	NA	NA	NA	NA	12	12	1	1	0	24	0	0	0	0	0	0	0	0	1	0	0	74	0	2	9000	9000	0	45	47	290	1112	1521	58	122	122	778	778	1053	0.13	221.38	221.38	300000	21252000	26189000	29613000	2.05	100	0	NA	NA	36	46.14	3.78e+08	0.12	4.01e+08	352.609	1604	51	1	1	1	1	1	1	1	0	0	1	9.10498	18.8688	7.54752e-05	9000	0.00042349	1.76454e-05	9.10498	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	16.872	1.57265e+09	1.57265e+09	0	0	0.12	221.38	352.609	74	5476	1110	46.14	3414.36	778	0	0	0	0	1	0	0.167504	0.00494283	0.0716278	352.609	352.609	0.0286061	0.0286061	0.0248854	0.0248854	-2.88187	0.0530569	-4.86216	0.00767441	-4.20124	0.014756	0.000760371	0.50019	-3.30944	0.0352488	-2.57689	0.0706409	-0.328387	0.418633	-2.41144	0.0823044	-2.68325	0.0639693	1.51876	0.820355	-5.03389	0.00647127	-0.831889	0.303246	0.232799	0.557938	4.4348	0.988282	-0.478636	0.382574	3.72337	0.976417
1	ARG	9	ARG	ARG	Argentina	55	55	2	2	0	0	1	0	0	0	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	1	1	1	1	6	NA	NA	NA	NA	NA	NA	1	2	1	2	0	3	0	0	0	0	0	0	0	0	1	1	0	31	0	2	3000	3000	0	63	63	14.8	4462	3887	466	4000	4000	4249	4249	299.5	0.45	1282.3	1282.3	2766890	18928000	20618000	22283000	1.5	63	5	7.4	7.4	56	41.2	2e+06	0.048	2.52222e+07	1170.47	18064	6	1	1	1	0	1	1	0	0	0	1	8.00637	1.33254	0.000954353	3000	0.000158495	5.28318e-05	8.00637	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	16.7562	5.86768e+08	5.86768e+08	0	0	0.048	1282.3	1170.47	31	961	279	41.2	1277.2	4249	0	0	0	1	0	0	0.146192	0.000349068	0.321088	1170.47	1170.47	0.0758656	0.0758656	0.0203721	0.0203721	-2.40992	0.0824197	-4.3902	0.0122464	-3.72928	0.0234471	0.472719	0.616027	-3.30944	0.0352488	-2.57689	0.0706409	0.258895	0.564365	-1.82416	0.138936	-2.09596	0.10949	2.10604	0.891489	-4.56193	0.010334	-0.35993	0.410976	0.820081	0.694254	5.02208	0.993452	-0.0066772	0.498331	4.19532	0.985158
1	COS	39	COS	COS	Costa Rica	48	48	1	2	0	0	1	0	0	0	1	1	1	1	1	1	20	20	20	20	20	20	20	20	20	1	1	1	1	100	NA	NA	NA	NA	NA	NA	20	20	1	2	0	6	0	0	0	0	0	0	0	0	1	1	0	7	1	3	2000	2000	0	65	65	35	2013	3258	148	1048	1048	1457	1457	174.1	0.195	378.39	378.39	51100	808000	958000	1151000	NA	68	2	11.6	11.6	64	46	2.187e+08	0.159	6.11889e+07	859.877	150	5	1	1	1	1	1	1	1	0	0	1	7.6009	75.7288	0.000185644	2000	0.00247525	0.000412541	7.6009	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	13.6023	5.656e+06	5.656e+06	0	0	0.159	378.39	859.877	7	49	140	46	322	1457	0	0	0	1	0	0	0.168506	0.0198378	0.15266	859.877	859.877	0.0433417	0.0433417	0.0259256	0.0259256	-2.58915	0.0698401	-4.56943	0.0102575	-3.90851	0.0196754	0.293488	0.57285	-4.50174	0.010968	-3.76919	0.0225505	0.475643	0.616719	-1.60741	0.166949	-1.87921	0.132479	2.32279	0.910747	-4.74116	0.00865296	-0.539162	0.368383	1.03683	0.738238	5.23883	0.994722	-0.185909	0.453656	4.01609	0.982296
1	PAR	102	PAR	PAR	Paraguay	47	47	1	2	0	0	1	0	0	0	1	1	1	1	1	1	5	5	1	5	5	1	5	5	1	1	1	1	1	33	NA	NA	NA	NA	NA	NA	1	5	1	1	0	6	1	0	0	0	0	0	0	0	0	0	0	14	0	2	1000	1000	0	50	50	43	1208	2258	213	580	580	1253	1253	146	0.088	93.63	93.63	406750	1528000	1528000	1739000	NA	73	3	NA	NA	11	45.1	7.5e+06	0.118	3e+06	233.455	20	4	1	1	0	0	1	0	0	0	0	1	6.90776	1.96335	1.3089e-05	1000	0.00065445	0.000109075	6.90776	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	14.2395	2.1392e+07	2.1392e+07	0	0	0.118	93.63	233.455	14	196	70	45.1	631.4	1253	0	0	0	0	1	0	0.333214	0.000514315	0.0843184	233.455	233.455	0.00972952	0.00972952	0.00751759	0.00751759	-2.95064	0.0497065	-4.93092	0.00716811	-4.27	0.013789	-0.0679997	0.483007	-3.30944	0.0352488	-2.57689	0.0706409	0.846177	0.699765	-1.23688	0.22498	-1.50868	0.181134	2.69332	0.936631	-5.10265	0.00604385	-0.900649	0.288917	1.40736	0.80335	5.60937	0.99635	-0.547396	0.366469	3.65461	0.974781
1	NIG2	96	NIG	NIG	Nigeria-Muslim	80	84	4	5	0	0	0	0	0	1	1	1	1	0	0	0	3	5	3	3	5	3	-10	-10	-10	1	0	0	0	83	7	5	6	5	7	6	6	5	1	1	0	48	1	0	0	0	0	0	0	0	0	0	1	87	0	2	6000	6000	1000	45.86	48.3	1154	557	860	284	1438	1062	1438	1438	262.6	0.056	137.16	142.05	923770	65698766	83874465	97900089	3.1	99	4	57.3	40.3	16	36.7	-2.59573e+08	0.277	-3.769e+08	68.1957	11085	95	1	0	0	0	0	0	0	0	0	1	8.69951	-5.73679	0.000168725	7000	0.000106547	2.21973e-06	8.85367	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	18.0006	5.71579e+09	5.71579e+09	0	0	0.277	137.16	68.1957	87	7569	261	36.7	3192.9	1438	0	0	0	0	1	0	0.37263	-0.0015028	0.0782297	68.1957	68.1957	0.00412374	0.00412374	0.00562454	0.00562454	-3.046	0.0453904	-5.02629	0.00652035	-4.36537	0.0125505	-0.163365	0.459249	-3.30944	0.0352488	-2.57689	0.0706409	-0.194043	0.451641	-2.2771	0.0930377	-2.5489	0.0725003	1.6531	0.83931	-5.19802	0.00549713	-0.996015	0.269726	0.367144	0.590769	4.56915	0.98974	-0.642762	0.344622	3.55924	0.972327
1	SAL	47	SAL	SAL	El Salvador	79	92	4	2	0	0	1	0	0	0	1	1	NA	1	1	NA	19	19	NA	19	19	NA	19	19	NA	1	1	1	NA	6	3	3	2	3	NA	NA	7	10	2	4	1	151	0	1	3	1	3	4	0	3	1	1	0	17	1	7	25000	75000	600000	57	64	65	1379	1727	523	2035	1824	2228	2228	294.2	0.079	252.18	221.86	21040	4470000	5661827	NA	2.5	85	2	32.7	27	53	48.4	3.436e+08	0.047	1.6e+08	379.866	974	17	1	1	1	1	1	1	1	1	1	0	11.2252	35.7942	0.000217897	675000	0.151007	0.00100004	13.4225	1	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	2	4	49	15.3129	7.599e+07	7.599e+07	3	12	0.047	252.18	379.866	17	289	323	48.4	822.8	2228	1	0	0	0	0	0.5	0.431989	0.26929	0.146658	379.866	379.866	0.878479	-0.121521	0.834736	-0.165264	-2.86615	0.0538527	-4.84643	0.00779513	-4.18551	0.0149864	0.0164893	0.504122	-6.98353	0.000926169	-6.25097	0.00192486	-2.63638	0.0668336	-4.71943	0.00884139	-4.99124	0.00675137	-0.789233	0.312333	-5.01816	0.00657318	-0.81616	0.306579	-2.07519	0.111532	2.12681	0.893482	-0.462907	0.386296	3.73909	0.976777
1	DOM	44	DOM	DOM	Dominican Rep.	65	65	3	2	0	0	1	0	0	0	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	1	1	1	1	72	NA	NA	NA	NA	4	2	7	4	2	4	1	4	0	1	2	1	2	2	0	2	1	1	0	4	1	3	2526	3000	0	54	55	80	1145	2076	255	2055	2055	1271	1271	66.5	0.181	215.92	403.69	48730	3835000	4423000	5048000	2.7	112	1	33	33	37	46.94	3.563e+08	0.289	2.06e+08	432.869	809	27	1	1	1	0	1	1	0	1	1	0	8.00637	53.7158	0.000210952	3000	0.000782269	0.000195567	8.00637	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	9	15.1597	1.534e+07	1.534e+07	2	8	0.289	215.92	432.869	4	16	28	46.94	187.76	1271	0	0	0	0	0	0.25	0.172986	0.180743	0.103727	432.869	432.869	0.623749	-0.376251	0.591522	-0.408478	-2.83556	0.0554326	-4.81584	0.00803529	-4.15493	0.0154447	0.0470754	0.511767	-4.50174	0.010968	-3.76919	0.0225505	0.258895	0.564365	-1.82416	0.138936	-2.09596	0.10949	2.10604	0.891489	-4.98758	0.00677595	-0.785574	0.31312	0.820081	0.694254	5.02208	0.993452	-0.432321	0.393572	3.76968	0.97746
1	HAI1	59	HAI	HAI	Haiti	91	94	5	2	0	0	1	0	0	0	0	1	NA	0	1	NA	17	17	NA	17	17	NA	-20	17	NA	0	0	1	NA	17	4	5	4	5	NA	NA	8	5	1	2	0	36	0	1	2	1	2	2	0	2	0	0	0	1	1	3	3000	3000	52000	53.1	53.45	64	871	860	476	911	911	834	834	181.9	0.024	48.34	46.86	27750	6133308	6679984	NA	NA	85	1	61	56	41.8	NA	1.4504e+08	0.033	9.33691e+07	41	339	5	0	0	0	0	1	1	1	0	0	1	8.00637	15.2233	5.5272e-05	55000	0.00896743	0.000249095	10.9151	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	9	15.6292	6.13331e+06	6.13331e+06	0	4	0.033	48.34	41	1	1	17	36.2188	36.2188	834	0	0	0	1	0	0.25	0.221217	0.00899763	0.0455055	41	41	0.267973	-0.732027	0.252032	-0.747968	-3.06169	0.0447153	-5.04198	0.00641947	-4.38106	0.0123575	-0.179059	0.455354	-4.50174	0.010968	-3.76919	0.0225505	-1.29601	0.214837	-3.37907	0.0329561	-3.65087	0.0253112	0.55113	0.634398	-5.21371	0.005412	-1.01171	0.266646	-0.734827	0.324136	3.46718	0.969739	-0.658456	0.341087	3.54355	0.971902
1	MAL	86	MAL	MAL	Malaysia	48	59	1	4	0	0	0	0	1	0	1	1	1	1	1	1	20	20	12	20	20	12	20	20	12	1	1	1	1	67	NA	NA	NA	NA	NA	NA	20	20	1	1	0	132	0	0	0	0	0	0	0	0	1	1	0	72	1	3	13000	13000	0	46	53	184	1381	4073	1000	1000	1420	1281	1281	289.5	0.273	435.5	435.5	329750	7074000	9241000	10572000	NA	99	3	41.5	41	29	50.36	7.24917e+06	0.362	7.24917e+06	630.095	2731	110	1	1	1	1	1	1	1	0	0	1	9.4727	1.02476	0.000386062	13000	0.00183772	1.39221e-05	9.4727	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	15.7719	5.09328e+08	5.09328e+08	0	0	0.362	435.5	630.095	72	5184	1440	50.36	3625.92	1281	0	0	0	0	1	0	0.236143	0.000268445	0.122533	630.095	630.095	0.00093053	0.00093053	0.00128004	0.00128004	-2.72175	0.0617022	-4.70203	0.00899517	-4.04111	0.0172742	0.160888	0.540136	-4.50174	0.010968	-3.76919	0.0225505	-0.524962	0.371693	-2.60801	0.0686244	-2.87982	0.0531602	1.32218	0.789545	-4.87376	0.00758655	-0.671761	0.338103	0.0362251	0.509055	4.23823	0.985772	-0.318508	0.421039	3.88349	0.979836
